segment_filename	start_time	end_time	transcription
8dcfd33e9c7b05fdb99b0adad9ca01de_seg5.wav	3.75	5.25	stan z kuchni
8dcfd33e9c7b05fdb99b0adad9ca01de_seg6.wav	4.5	6.0	
209d23612c3daca53d94008f60e8397f_seg0.wav	0.0	1.5	czy nie przyjdzie
952faa9bdce2a61549faeaf4b437aa48_seg0.wav	0.0	1.5	mówiąc między nami
952faa9bdce2a61549faeaf4b437aa48_seg1.wav	0.75	2.25	z nami oczekuję
952faa9bdce2a61549faeaf4b437aa48_seg2.wav	1.5	3.0	wkrótce
952faa9bdce2a61549faeaf4b437aa48_seg3.wav	2.25	3.75	wiadomości
952faa9bdce2a61549faeaf4b437aa48_seg4.wav	3.0	4.5	
68eaa197826d7944f6891c99786aac5c_seg0.wav	0.0	1.5	mały napad w pracy
68eaa197826d7944f6891c99786aac5c_seg1.wav	0.75	2.25	pracy choroba
68eaa197826d7944f6891c99786aac5c_seg2.wav	1.5	3.0	choroba lenistwa
68eaa197826d7944f6891c99786aac5c_seg3.wav	2.25	3.75	
44cf918277b2c20de0c839e4677c16f2_seg0.wav	0.0	1.5	wieś ich nie wydaje
8f6181dc582dec3d1697fe7bf44d1d19_seg0.wav	0.0	1.5	uspokój się
d4dc0041b93c5d7e8a5b0779edd39f77_seg0.wav	0.0	1.5	wszystko zaczęło się
d4dc0041b93c5d7e8a5b0779edd39f77_seg1.wav	0.75	2.25	działo się ostatnio w
d4dc0041b93c5d7e8a5b0779edd39f77_seg2.wav	1.5	3.0	wakacje
d4dc0041b93c5d7e8a5b0779edd39f77_seg3.wav	2.25	3.75	
30bdf0215e92e2e1129ee368fa8139d2_seg0.wav	0.0	1.5	u słuchałem
30bdf0215e92e2e1129ee368fa8139d2_seg1.wav	0.75	2.25	sprzecznych uczuć
30bdf0215e92e2e1129ee368fa8139d2_seg2.wav	1.5	3.0	uczuć
2214a510dff9fc27cd5d98e8d0dd0572_seg0.wav	0.0	1.5	Holmes wziął do
2214a510dff9fc27cd5d98e8d0dd0572_seg1.wav	0.75	2.25	do ręki ale
2214a510dff9fc27cd5d98e8d0dd0572_seg2.wav	1.5	3.0	ale przy migotliwe
2214a510dff9fc27cd5d98e8d0dd0572_seg3.wav	2.25	3.75	w świetle kominka
2214a510dff9fc27cd5d98e8d0dd0572_seg4.wav	3.0	4.5	niepodobna było
2214a510dff9fc27cd5d98e8d0dd0572_seg5.wav	3.75	5.25	było nic dojrzeć
2214a510dff9fc27cd5d98e8d0dd0572_seg6.wav	4.5	6.0	
571b98c1f2af3abae3f4380806ae9842_seg0.wav	0.0	1.5	uśmiech
571b98c1f2af3abae3f4380806ae9842_seg1.wav	0.75	2.25	proszę pod nosem
571b98c1f2af3abae3f4380806ae9842_seg2.wav	1.5	3.0	
571b98c1f2af3abae3f4380806ae9842_seg3.wav	2.25	3.75	często tak
571b98c1f2af3abae3f4380806ae9842_seg4.wav	3.0	4.5	oznaczającego się po
571b98c1f2af3abae3f4380806ae9842_seg5.wav	3.75	5.25	po godzinach lekcyjnych
571b98c1f2af3abae3f4380806ae9842_seg6.wav	4.5	6.0	nauczyciela
571b98c1f2af3abae3f4380806ae9842_seg7.wav	5.25	6.75	teraz monologi
571b98c1f2af3abae3f4380806ae9842_seg8.wav	6.0	7.5	
c2c9755c6eedb07bec7b718aa6afb73a_seg0.wav	0.0	1.5	dzieci idą do
c2c9755c6eedb07bec7b718aa6afb73a_seg1.wav	0.75	2.25	do sklepu i kupują
c2c9755c6eedb07bec7b718aa6afb73a_seg2.wav	1.5	3.0	gotowe masło
c2c9755c6eedb07bec7b718aa6afb73a_seg3.wav	2.25	3.75	hasło nie widział
c2c9755c6eedb07bec7b718aa6afb73a_seg4.wav	3.0	4.5	nigdy jak ona
c2c9755c6eedb07bec7b718aa6afb73a_seg5.wav	3.75	5.25	na podstawie
c2c9755c6eedb07bec7b718aa6afb73a_seg6.wav	4.5	6.0	
03d683f0f1318d6d087bff9f2e9cc266_seg0.wav	0.0	1.5	szydercza twarz
03d683f0f1318d6d087bff9f2e9cc266_seg1.wav	0.75	2.25	masz Oliwiera z
03d683f0f1318d6d087bff9f2e9cc266_seg2.wav	1.5	3.0	spoważniała is
03d683f0f1318d6d087bff9f2e9cc266_seg3.wav	2.25	3.75	i stała się prawie po
03d683f0f1318d6d087bff9f2e9cc266_seg4.wav	3.0	4.5	ponuro
6713217a9b1b6ac559f45b90de170d0d_seg0.wav	0.0	1.5	tylko mnie powie
4e22d4f6729350d164631d3106b59225_seg0.wav	0.0	1.5	ilu was tam
4e22d4f6729350d164631d3106b59225_seg1.wav	0.75	2.25	tam jest
4e22d4f6729350d164631d3106b59225_seg2.wav	1.5	3.0	odwoła się nie
4e22d4f6729350d164631d3106b59225_seg3.wav	2.25	3.75	niespodzianie dziwożona
4e22d4f6729350d164631d3106b59225_seg4.wav	3.0	4.5	złożona zewnętrzna
4e22d4f6729350d164631d3106b59225_seg5.wav	3.75	5.25	torby żebracze
4e22d4f6729350d164631d3106b59225_seg6.wav	4.5	6.0	raczej
ab7ed456b787f3d4e7eb117f69ecda5e_seg0.wav	0.0	1.5	tak całkiem
ab7ed456b787f3d4e7eb117f69ecda5e_seg1.wav	0.75	2.25	udany
ab7ed456b787f3d4e7eb117f69ecda5e_seg2.wav	1.5	3.0	
b81d597b82e221282e5f28c5e812e7ec_seg0.wav	0.0	1.5	stanąłem pod
b81d597b82e221282e5f28c5e812e7ec_seg1.wav	0.75	2.25	potem nad rzeką
b81d597b82e221282e5f28c5e812e7ec_seg2.wav	1.5	3.0	Bartosza
b81d597b82e221282e5f28c5e812e7ec_seg3.wav	2.25	3.75	Żelazną poręczy
b81d597b82e221282e5f28c5e812e7ec_seg4.wav	3.0	4.5	dzięki spoglądałem
b81d597b82e221282e5f28c5e812e7ec_seg5.wav	3.75	5.25	szumiące fale
b81d597b82e221282e5f28c5e812e7ec_seg6.wav	4.5	6.0	ale
da70c2f746b5b99106ee5a3c1c0cb496_seg0.wav	0.0	1.5	weź się uspokój
da70c2f746b5b99106ee5a3c1c0cb496_seg1.wav	0.75	2.25	spokój dobra
da70c2f746b5b99106ee5a3c1c0cb496_seg2.wav	1.5	3.0	dobra
108e9f279ce1de856fd64a34ef900748_seg0.wav	0.0	1.5	oto chłopak
108e9f279ce1de856fd64a34ef900748_seg1.wav	0.75	2.25	jakiego pragną
108e9f279ce1de856fd64a34ef900748_seg2.wav	1.5	3.0	całym sercem
108e9f279ce1de856fd64a34ef900748_seg3.wav	2.25	3.75	
1e0dbb95aa5eaa6d3996d0d5b7a21e1a_seg0.wav	0.0	1.5	dawało Szym
1e0dbb95aa5eaa6d3996d0d5b7a21e1a_seg1.wav	0.75	2.25	Szymonowi szanse na
1e0dbb95aa5eaa6d3996d0d5b7a21e1a_seg2.wav	1.5	3.0	na wygraną
1e0dbb95aa5eaa6d3996d0d5b7a21e1a_seg3.wav	2.25	3.75	ale nie dawało
1e0dbb95aa5eaa6d3996d0d5b7a21e1a_seg4.wav	3.0	4.5	Zwycięstwa
1e0dbb95aa5eaa6d3996d0d5b7a21e1a_seg5.wav	3.75	5.25	a na talerzu
1e0dbb95aa5eaa6d3996d0d5b7a21e1a_seg6.wav	4.5	6.0	
477c3a4daabd74a908690303d4a9c1f6_seg0.wav	0.0	1.5	gromkie okrzyki
477c3a4daabd74a908690303d4a9c1f6_seg1.wav	0.75	2.25	okrzyki powitały
477c3a4daabd74a908690303d4a9c1f6_seg2.wav	1.5	3.0	ten wspaniały po
477c3a4daabd74a908690303d4a9c1f6_seg3.wav	2.25	3.75	pochód Rado
477c3a4daabd74a908690303d4a9c1f6_seg4.wav	3.0	4.5	radość tłumu przez
477c3a4daabd74a908690303d4a9c1f6_seg5.wav	3.75	5.25	przeszła granicę
477c3a4daabd74a908690303d4a9c1f6_seg6.wav	4.5	6.0	
37893221b6609f530df9b3771e2d3015_seg0.wav	0.0	1.5	zapalnej
37893221b6609f530df9b3771e2d3015_seg1.wav	0.75	2.25	a będziemy miały
37893221b6609f530df9b3771e2d3015_seg2.wav	1.5	3.0	miały przez parę minut
37893221b6609f530df9b3771e2d3015_seg3.wav	2.25	3.75	prawdziwe ognisko
37893221b6609f530df9b3771e2d3015_seg4.wav	3.0	4.5	Nisko
b42ff8b72841bc96d73810851c805f6b_seg0.wav	0.0	1.5	pewnie po
b42ff8b72841bc96d73810851c805f6b_seg1.wav	0.75	2.25	spotkaniu będzie pod
b42ff8b72841bc96d73810851c805f6b_seg2.wav	1.5	3.0	poddany ostrzał
b42ff8b72841bc96d73810851c805f6b_seg3.wav	2.25	3.75	z pytań
b42ff8b72841bc96d73810851c805f6b_seg4.wav	3.0	4.5	lecz teraz
b42ff8b72841bc96d73810851c805f6b_seg5.wav	3.75	5.25	teraz nie zamierzał zawór
b42ff8b72841bc96d73810851c805f6b_seg6.wav	4.5	6.0	zawracać sobie tym
b42ff8b72841bc96d73810851c805f6b_seg7.wav	5.25	6.75	głowy
88b256cf23af1553b1235c5c9261e9f8_seg0.wav	0.0	1.5	Perfect widziała
88b256cf23af1553b1235c5c9261e9f8_seg1.wav	0.75	2.25	Biała wściekłość
88b256cf23af1553b1235c5c9261e9f8_seg2.wav	1.5	3.0	która dosłownie
88b256cf23af1553b1235c5c9261e9f8_seg3.wav	2.25	3.75	płonęła w oczach
88b256cf23af1553b1235c5c9261e9f8_seg4.wav	3.0	4.5	ona jest
88b256cf23af1553b1235c5c9261e9f8_seg5.wav	3.75	5.25	jednak mocno zła
88b256cf23af1553b1235c5c9261e9f8_seg6.wav	4.5	6.0	złapała go za przedramię
88b256cf23af1553b1235c5c9261e9f8_seg7.wav	5.25	6.75	starając się
88b256cf23af1553b1235c5c9261e9f8_seg8.wav	6.0	7.5	zatrzymać Agora
88b256cf23af1553b1235c5c9261e9f8_seg9.wav	6.75	8.25	reakcja
88b256cf23af1553b1235c5c9261e9f8_seg10.wav	7.5	9.0	
e0b4a8d46466bba2602f470ed10545e8_seg0.wav	0.0	1.5	rozłożymy ogniw
e0b4a8d46466bba2602f470ed10545e8_seg1.wav	0.75	2.25	ognisko za namiotem
e0b4a8d46466bba2602f470ed10545e8_seg2.wav	1.5	3.0	tego wilki
e0b4a8d46466bba2602f470ed10545e8_seg3.wav	2.25	3.75	Wilki się boją
e0b4a8d46466bba2602f470ed10545e8_seg4.wav	3.0	4.5	uspokoili
e0b4a8d46466bba2602f470ed10545e8_seg5.wav	3.75	5.25	nie Mongołowie
e0b4a8d46466bba2602f470ed10545e8_seg6.wav	4.5	6.0	
2875af0f0aa9c0538bfa33a4dde6c959_seg0.wav	0.0	1.5	kosz
2875af0f0aa9c0538bfa33a4dde6c959_seg1.wav	0.75	2.25	spadając w kozioł
2875af0f0aa9c0538bfa33a4dde6c959_seg2.wav	1.5	3.0	koziołkach
2875af0f0aa9c0538bfa33a4dde6c959_seg3.wav	2.25	3.75	wysypał całą swą
2875af0f0aa9c0538bfa33a4dde6c959_seg4.wav	3.0	4.5	zawartość
2875af0f0aa9c0538bfa33a4dde6c959_seg5.wav	3.75	5.25	
dc5b87dd2e25ca8411118432e738e96c_seg0.wav	0.0	1.5	zrobi pan poza
dc5b87dd2e25ca8411118432e738e96c_seg1.wav	0.75	2.25	poza nim wyjdę z pokoju
dc5b87dd2e25ca8411118432e738e96c_seg2.wav	1.5	3.0	pokoju
eb4feca9b2d80ffbf2b5b19e723f5267_seg0.wav	0.0	1.5	reszta dzieciak
eb4feca9b2d80ffbf2b5b19e723f5267_seg1.wav	0.75	2.25	dzieciaków była albo
eb4feca9b2d80ffbf2b5b19e723f5267_seg2.wav	1.5	3.0	albo starsza albo
eb4feca9b2d80ffbf2b5b19e723f5267_seg3.wav	2.25	3.75	albo młodsza
eb4feca9b2d80ffbf2b5b19e723f5267_seg4.wav	3.0	4.5	
22c99db6f9dfb8836f3e75ee98f9f0a0_seg0.wav	0.0	1.5	lękam się
22c99db6f9dfb8836f3e75ee98f9f0a0_seg1.wav	0.75	2.25	watsonie
22c99db6f9dfb8836f3e75ee98f9f0a0_seg2.wav	1.5	3.0	że wszystkie na
22c99db6f9dfb8836f3e75ee98f9f0a0_seg3.wav	2.25	3.75	nadzieje nasze wziął
22c99db6f9dfb8836f3e75ee98f9f0a0_seg4.wav	3.0	4.5	wzięły w łeb
22c99db6f9dfb8836f3e75ee98f9f0a0_seg5.wav	3.75	5.25	
d70ff991872b99655b0345c677e4560c_seg0.wav	0.0	1.5	najpierw pokazałam
d70ff991872b99655b0345c677e4560c_seg1.wav	0.75	2.25	pani znasz
d70ff991872b99655b0345c677e4560c_seg2.wav	1.5	3.0	z naszego miasta
d70ff991872b99655b0345c677e4560c_seg3.wav	2.25	3.75	ale trzeba samego
d70ff991872b99655b0345c677e4560c_seg4.wav	3.0	4.5	samego siebie wyćwiczyć
d70ff991872b99655b0345c677e4560c_seg5.wav	3.75	5.25	ćwiczyć
9b89fcb1a5c1ccbcabc106fc1536c260_seg0.wav	0.0	1.5	jestem o to wiem
9b89fcb1a5c1ccbcabc106fc1536c260_seg1.wav	0.75	2.25	więźniem bastylii
9b89fcb1a5c1ccbcabc106fc1536c260_seg2.wav	1.5	3.0	
24df808948348af979300833ba5f7fef_seg0.wav	0.0	1.5	pozorną
24df808948348af979300833ba5f7fef_seg1.wav	0.75	2.25	lub prawdziwą
24df808948348af979300833ba5f7fef_seg2.wav	1.5	3.0	
9c9b0b22625cae30e0fc15454d5f7f67_seg0.wav	0.0	1.5	Gościeszyn
9c9b0b22625cae30e0fc15454d5f7f67_seg1.wav	0.75	2.25	cynkowni otoczyli
9c9b0b22625cae30e0fc15454d5f7f67_seg2.wav	1.5	3.0	czyli go dookoła iść
9c9b0b22625cae30e0fc15454d5f7f67_seg3.wav	2.25	3.75	
9c9b0b22625cae30e0fc15454d5f7f67_seg4.wav	3.0	4.5	serdecznie jego dłoń
9c9b0b22625cae30e0fc15454d5f7f67_seg5.wav	3.75	5.25	
70494037753be7b19d75a2db1233fe5c_seg0.wav	0.0	1.5	czuł się
70494037753be7b19d75a2db1233fe5c_seg1.wav	0.75	2.25	jak wykolejeniec
70494037753be7b19d75a2db1233fe5c_seg2.wav	1.5	3.0	Janiec
9066a84337f183e01c48e8f841cf1053_seg0.wav	0.0	1.5	nie mogę ci obiecać
9066a84337f183e01c48e8f841cf1053_seg1.wav	0.75	2.25	obiecać że ten list
9066a84337f183e01c48e8f841cf1053_seg2.wav	1.5	3.0	niech będzie ostatni
9066a84337f183e01c48e8f841cf1053_seg3.wav	2.25	3.75	ale gdybym
9066a84337f183e01c48e8f841cf1053_seg4.wav	3.0	4.5	bym mógł obiad
9066a84337f183e01c48e8f841cf1053_seg5.wav	3.75	5.25	Chciałbym
9066a84337f183e01c48e8f841cf1053_seg6.wav	4.5	6.0	
eecbc0500580db7fc9c7254a8adee36e_seg0.wav	0.0	1.5	Stanisław
5b21d6d73f121333c8e34d85873d880f_seg0.wav	0.0	1.5	co to za radość
5b21d6d73f121333c8e34d85873d880f_seg1.wav	0.75	2.25	Kiedy pan w stanie
5b21d6d73f121333c8e34d85873d880f_seg2.wav	1.5	3.0	stanie u celu
5b21d6d73f121333c8e34d85873d880f_seg3.wav	2.25	3.75	
fca012700ff6843027685135c210f8f6_seg0.wav	0.0	1.5	gdyby ci się coś
fca012700ff6843027685135c210f8f6_seg1.wav	0.75	2.25	się coś stało
fca012700ff6843027685135c210f8f6_seg2.wav	1.5	3.0	
e1b25eec072e8b3042c886896c6734ac_seg0.wav	0.0	1.5	przedtem
e1b25eec072e8b3042c886896c6734ac_seg1.wav	0.75	2.25	jestem dziewicą
e1b25eec072e8b3042c886896c6734ac_seg2.wav	1.5	3.0	będąc tak
e1b25eec072e8b3042c886896c6734ac_seg3.wav	2.25	3.75	tak strasznie się bała
e1b25eec072e8b3042c886896c6734ac_seg4.wav	3.0	4.5	pała
2bcc307f6112d96aadfcd0a133dd3dfc_seg0.wav	0.0	1.5	musieliśmy ubiegłe
2bcc307f6112d96aadfcd0a133dd3dfc_seg1.wav	0.75	2.25	jednego roku spali
2bcc307f6112d96aadfcd0a133dd3dfc_seg2.wav	1.5	3.0	palić i mszy
2bcc307f6112d96aadfcd0a133dd3dfc_seg3.wav	2.25	3.75	zanim zmądrzeje
2bcc307f6112d96aadfcd0a133dd3dfc_seg4.wav	3.0	4.5	Andrzej
977b8c31b358564475f8a206086fdb7d_seg0.wav	0.0	1.5	pierwszą myślą o
977b8c31b358564475f8a206086fdb7d_seg1.wav	0.75	2.25	moją było postać
977b8c31b358564475f8a206086fdb7d_seg2.wav	1.5	3.0	starać się o lepsze
977b8c31b358564475f8a206086fdb7d_seg3.wav	2.25	3.75	
06846c0925c59be9c79fd29813ec3fe4_seg0.wav	0.0	1.5	wtedy też od
06846c0925c59be9c79fd29813ec3fe4_seg1.wav	0.75	2.25	odkryliśmy że
06846c0925c59be9c79fd29813ec3fe4_seg2.wav	1.5	3.0	że łączy mnie z
06846c0925c59be9c79fd29813ec3fe4_seg3.wav	2.25	3.75	siostra jakaś dziwna
06846c0925c59be9c79fd29813ec3fe4_seg4.wav	3.0	4.5	zimna więźb
06846c0925c59be9c79fd29813ec3fe4_seg5.wav	3.75	5.25	podświadomie zawsze w
06846c0925c59be9c79fd29813ec3fe4_seg6.wav	4.5	6.0	wiedzieliśmy
06846c0925c59be9c79fd29813ec3fe4_seg7.wav	5.25	6.75	kiedy z drugim dzieje
06846c0925c59be9c79fd29813ec3fe4_seg8.wav	6.0	7.5	dzieje się coś złego
06846c0925c59be9c79fd29813ec3fe4_seg9.wav	6.75	8.25	
87320a684599cb646eb7f4c5260975ec_seg0.wav	0.0	1.5	słyszałem tylko
87320a684599cb646eb7f4c5260975ec_seg1.wav	0.75	2.25	tylko jak z
87320a684599cb646eb7f4c5260975ec_seg2.wav	1.5	3.0	Strzelec składał mi
87320a684599cb646eb7f4c5260975ec_seg3.wav	2.25	3.75	życzenia
87320a684599cb646eb7f4c5260975ec_seg4.wav	3.0	4.5	
28b6d476842de6425956492891ba371a_seg0.wav	0.0	1.5	Chciałbym dojść do
28b6d476842de6425956492891ba371a_seg1.wav	0.75	2.25	do tego bym
28b6d476842de6425956492891ba371a_seg2.wav	1.5	3.0	by móc sobie pozwoli
28b6d476842de6425956492891ba371a_seg3.wav	2.25	3.75	pozwolić tym zakończyć
28b6d476842de6425956492891ba371a_seg4.wav	3.0	4.5	koncert
28b6d476842de6425956492891ba371a_seg5.wav	3.75	5.25	
a0224124534ae2226ddf827e5e8bc45c_seg0.wav	0.0	1.5	starałem się
a0224124534ae2226ddf827e5e8bc45c_seg1.wav	0.75	2.25	uspokoić Estera
a0224124534ae2226ddf827e5e8bc45c_seg2.wav	1.5	3.0	jak umiałem
a0224124534ae2226ddf827e5e8bc45c_seg3.wav	2.25	3.75	po czym wrócili
a0224124534ae2226ddf827e5e8bc45c_seg4.wav	3.0	4.5	poszliśmy do domu
a0224124534ae2226ddf827e5e8bc45c_seg5.wav	3.75	5.25	
158dbf84ae46551ade343f5c08766e30_seg0.wav	0.0	1.5	zapadanie się
158dbf84ae46551ade343f5c08766e30_seg1.wav	0.75	2.25	misie miękkie
158dbf84ae46551ade343f5c08766e30_seg2.wav	1.5	3.0	
089700c0836f7df238bf09db617a8cca_seg0.wav	0.0	1.5	w jaki
089700c0836f7df238bf09db617a8cca_seg1.wav	0.75	2.25	sposób przyjdzie nasza
089700c0836f7df238bf09db617a8cca_seg2.wav	1.5	3.0	nasza śmierć
089700c0836f7df238bf09db617a8cca_seg3.wav	2.25	3.75	
8d40a6dcd9327caf8275a96eee0a22a5_seg0.wav	0.0	1.5	pasterki nie wiedział
8d40a6dcd9327caf8275a96eee0a22a5_seg1.wav	0.75	2.25	wiedziały Kto gra
8d40a6dcd9327caf8275a96eee0a22a5_seg2.wav	1.5	3.0	i skąd pieśni
8d40a6dcd9327caf8275a96eee0a22a5_seg3.wav	2.25	3.75	dolatuje
8d40a6dcd9327caf8275a96eee0a22a5_seg4.wav	3.0	4.5	
48b7eeaa589ac61aa4276dce771c36c7_seg0.wav	0.0	1.5	dokładny
48b7eeaa589ac61aa4276dce771c36c7_seg1.wav	0.75	2.25	opis tych narzędzi
48b7eeaa589ac61aa4276dce771c36c7_seg2.wav	1.5	3.0	dostępny jest
48b7eeaa589ac61aa4276dce771c36c7_seg3.wav	2.25	3.75	w załączniku
48b7eeaa589ac61aa4276dce771c36c7_seg4.wav	3.0	4.5	
43064e22f3747de45b02c9489a9f1cca_seg0.wav	0.0	1.5	dnia t
43064e22f3747de45b02c9489a9f1cca_seg1.wav	0.75	2.25	dlatego Maryś nie chciał
43064e22f3747de45b02c9489a9f1cca_seg2.wav	1.5	3.0	nie chciała iść do stołu
43064e22f3747de45b02c9489a9f1cca_seg3.wav	2.25	3.75	
71c0017f5c79e5031d4071f46632eb5e_seg0.wav	0.0	1.5	Obudziło się on
71c0017f5c79e5031d4071f46632eb5e_seg1.wav	0.75	2.25	w chwilach
71c0017f5c79e5031d4071f46632eb5e_seg2.wav	1.5	3.0	Wielkiego samotnie
71c0017f5c79e5031d4071f46632eb5e_seg3.wav	2.25	3.75	umocnienia
ccee87d6c9997f4f0052c2c74c690986_seg0.wav	0.0	1.5	inna rzecz
ccee87d6c9997f4f0052c2c74c690986_seg1.wav	0.75	2.25	że to z panem
ccee87d6c9997f4f0052c2c74c690986_seg2.wav	1.5	3.0	było całkiem Navara
ccee87d6c9997f4f0052c2c74c690986_seg3.wav	2.25	3.75	wariata
ccee87d6c9997f4f0052c2c74c690986_seg4.wav	3.0	4.5	
33c77d6f25a81adda432516060d7b6dc_seg0.wav	0.0	1.5	czy to Tajemny
33c77d6f25a81adda432516060d7b6dc_seg1.wav	0.75	2.25	Stowarzyszenie nie
33c77d6f25a81adda432516060d7b6dc_seg2.wav	1.5	3.0	nie było stowarzyszenie
33c77d6f25a81adda432516060d7b6dc_seg3.wav	2.25	3.75	życzenia polityczne
33c77d6f25a81adda432516060d7b6dc_seg4.wav	3.0	4.5	
87b39323d821d75769909433bddf8836_seg0.wav	0.0	1.5	dowiedzieliście
87b39323d821d75769909433bddf8836_seg1.wav	0.75	2.25	jeszcze się jednak
87b39323d821d75769909433bddf8836_seg2.wav	1.5	3.0	że gdzieś musi
87b39323d821d75769909433bddf8836_seg3.wav	2.25	3.75	znajdować się więc
87b39323d821d75769909433bddf8836_seg4.wav	3.0	4.5	większa laboratorium
87b39323d821d75769909433bddf8836_seg5.wav	3.75	5.25	Orion Bydgoszcz
87b39323d821d75769909433bddf8836_seg6.wav	4.5	6.0	pozwoliłoby
87b39323d821d75769909433bddf8836_seg7.wav	5.25	6.75	na zainfekowanie
87b39323d821d75769909433bddf8836_seg8.wav	6.0	7.5	trzech może
87b39323d821d75769909433bddf8836_seg9.wav	6.75	8.25	czterech robotów
87b39323d821d75769909433bddf8836_seg10.wav	7.5	9.0	analityk
87b39323d821d75769909433bddf8836_seg11.wav	8.25	9.75	oczywiście znacznie więc
87b39323d821d75769909433bddf8836_seg12.wav	9.0	10.5	więcej
87b39323d821d75769909433bddf8836_seg13.wav	9.75	11.25	
1556436cb36690855817b90460720d01_seg0.wav	0.0	1.5	przekonałem się
1556436cb36690855817b90460720d01_seg1.wav	0.75	2.25	że po
1556436cb36690855817b90460720d01_seg2.wav	1.5	3.0	że podlegam rozkazał
1556436cb36690855817b90460720d01_seg3.wav	2.25	3.75	przestępcy i
1556436cb36690855817b90460720d01_seg4.wav	3.0	4.5	i że wpadłem w dnia
1556436cb36690855817b90460720d01_seg5.wav	3.75	5.25	gniazdo zbrodniarzy
1556436cb36690855817b90460720d01_seg6.wav	4.5	6.0	
d4b923c69e692a2be1a6a5e969b0573d_seg0.wav	0.0	1.5	i znów Wielka
d4b923c69e692a2be1a6a5e969b0573d_seg1.wav	0.75	2.25	wielka tkliwość oponą
d4b923c69e692a2be1a6a5e969b0573d_seg2.wav	1.5	3.0	panowała mu serce
d4b923c69e692a2be1a6a5e969b0573d_seg3.wav	2.25	3.75	
919986ea6ba66858869458827212b21e_seg0.wav	0.0	1.5	pomyślałem o Zami
919986ea6ba66858869458827212b21e_seg1.wav	0.75	2.25	zamiłowanie pomocnik
919986ea6ba66858869458827212b21e_seg2.wav	1.5	3.0	do fotografowania
919986ea6ba66858869458827212b21e_seg3.wav	2.25	3.75	i i
919986ea6ba66858869458827212b21e_seg4.wav	3.0	4.5	ciągłem znikaniem
919986ea6ba66858869458827212b21e_seg5.wav	3.75	5.25	jego w piwnicy
919986ea6ba66858869458827212b21e_seg6.wav	4.5	6.0	
16636921361bc52f3e064a5e98cbe69c_seg0.wav	0.0	1.5	Tylko z tyłu
16636921361bc52f3e064a5e98cbe69c_seg1.wav	0.75	2.25	głowę wyczuwają
16636921361bc52f3e064a5e98cbe69c_seg2.wav	1.5	3.0	jeszcze zimno
16636921361bc52f3e064a5e98cbe69c_seg3.wav	2.25	3.75	ślady ich dotyku
16636921361bc52f3e064a5e98cbe69c_seg4.wav	3.0	4.5	
799347c61ceb23b20421847b744b8ccf_seg0.wav	0.0	1.5	powinniśmy
799347c61ceb23b20421847b744b8ccf_seg1.wav	0.75	2.25	my się rozdzielić
799347c61ceb23b20421847b744b8ccf_seg2.wav	1.5	3.0	
d854071420f8e91eb00603ae23bcd82e_seg0.wav	0.0	1.5	o dziwo bez Pro
d854071420f8e91eb00603ae23bcd82e_seg1.wav	0.75	2.25	bez problemu wyciągnął
d854071420f8e91eb00603ae23bcd82e_seg2.wav	1.5	3.0	kolec
d854071420f8e91eb00603ae23bcd82e_seg3.wav	2.25	3.75	
3db80ebfe034d991433f265654fa4fe0_seg0.wav	0.0	1.5	sprzyjająca
3db80ebfe034d991433f265654fa4fe0_seg1.wav	0.75	2.25	ta chwila nadeszła
3db80ebfe034d991433f265654fa4fe0_seg2.wav	1.5	3.0	szła
5c4614f73fd4c2ddc27b1aff314b74b5_seg0.wav	0.0	1.5	zanim zdążyliśmy
5c4614f73fd4c2ddc27b1aff314b74b5_seg1.wav	0.75	2.25	cokolwiek zrobić
5c4614f73fd4c2ddc27b1aff314b74b5_seg2.wav	1.5	3.0	zrobić to Yang
5c4614f73fd4c2ddc27b1aff314b74b5_seg3.wav	2.25	3.75	dostał kulkę w głowę
5c4614f73fd4c2ddc27b1aff314b74b5_seg4.wav	3.0	4.5	
79dbc9cb2512807b9a109169f00cccb0_seg0.wav	0.0	1.5	starał się nie
79dbc9cb2512807b9a109169f00cccb0_seg1.wav	0.75	2.25	pokazywać że
79dbc9cb2512807b9a109169f00cccb0_seg2.wav	1.5	3.0	że spieszy musieli
79dbc9cb2512807b9a109169f00cccb0_seg3.wav	2.25	3.75	gdziekolwiek
79dbc9cb2512807b9a109169f00cccb0_seg4.wav	3.0	4.5	
79dbc9cb2512807b9a109169f00cccb0_seg5.wav	3.75	5.25	głupich pytań
79dbc9cb2512807b9a109169f00cccb0_seg6.wav	4.5	6.0	
7d1085cb161dd4ab5fcdb30a3eb020ee_seg0.wav	0.0	1.5	katedra Przedstaw
7d1085cb161dd4ab5fcdb30a3eb020ee_seg1.wav	0.75	2.25	stawiała szczególny VID
7d1085cb161dd4ab5fcdb30a3eb020ee_seg2.wav	1.5	3.0	widok
7d1085cb161dd4ab5fcdb30a3eb020ee_seg3.wav	2.25	3.75	
7d1085cb161dd4ab5fcdb30a3eb020ee_seg4.wav	3.0	4.5	
7d1085cb161dd4ab5fcdb30a3eb020ee_seg5.wav	3.75	5.25	
7d1085cb161dd4ab5fcdb30a3eb020ee_seg6.wav	4.5	6.0	
7d1085cb161dd4ab5fcdb30a3eb020ee_seg7.wav	5.25	6.75	
42c11be661a4a6e78feb7d03d114590e_seg0.wav	0.0	1.5	już K5
